ID,Name
2110458,[Beast Clergyman]
2110475,[Beast Clergyman]
2110476,[Beast Clergyman]
2110477,[Beast Clergyman]
2110478,[Beast Clergyman]
2110479,[Beast Clergyman]
2110480,[Beast Clergyman]
2110550,[Beast Clergyman]
2110551,[Beast Clergyman]
2110552,[Beast Clergyman]
2110553,[Beast Clergyman]
2110554,[Beast Clergyman]
2110555,[Beast Clergyman]
2110752,[Beast Clergyman]
2110753,[Beast Clergyman]
2110754,[Beast Clergyman]
2110755,[Beast Clergyman]
2110772,[Beast Clergyman]
2110773,[Beast Clergyman]
2110774,[Beast Clergyman]
2110775,[Beast Clergyman]
2110776,[Beast Clergyman]
2120292,[Malenia]
2120293,[Malenia]
2120620,[Malenia]
2120621,[Malenia]
2120622,[Malenia]
2120623,[Malenia]
2120624,[Malenia]
2120640,[Malenia] Rot Butterflies
2120641,[Malenia]
2120642,[Malenia]
2120643,[Malenia] Rot Butterflies Explosion
2120650,[Malenia]
2120651,[Malenia]
2120652,[Malenia]
2120653,[Malenia]
2130050,[Margit] Floating Swords
2130051,[Margit] Floating Swords
2130052,[Margit] Floating Swords VFX Rise
2130053,[Margit] Floating Swords VFX Stay
2130054,[Margit] Floating Swords Fall
2130055,[Margit] Floating Swords fall AoE
2130060,[Morgott] Flaoating Swords Rise
2130061,[Morgott] Flaoating Swords Split Emitter
2130062,[Morgott] Floating Swords VFX Emiied Rise
2130063,[Morgott] Floating Swords VFX Emiied Stay
2130064,[Morgott] Floating Swords Fall
2130065,[Morgott] Floating Swords Linger
2130070,[Morgott]
2130071,[Morgott]
2130072,[Morgott]
2130073,[Morgott]
2130074,[Morgott]
2130075,[Morgott]
2130080,[Morgott]
2130081,[Morgott]
2130082,[Morgott]
2130083,[Morgott]
2130084,[Morgott]
2130085,[Morgott]
2130090,[Morgott]
2130160,[Morgott] Spear Toss
2130165,[Morgott] Spear Toss
2130166,[Morgott] Puddle Bubble
2130167,[Morgott]
2130175,[Morgott] Puddle
2130176,[Morgott] Puddle Bubble
2130177,[Morgott] Puddle Explosion
2130191,[Morgott]
2130192,[Morgott]
2130193,[Morgott]
2130197,[Morgott]
2130198,[Morgott]
2130341,[Morgott] Phase Shift Random Puddles
2130342,[Morgott] Phase Shift Puddle Bubble
2130343,[Morgott] Phase Shift Puddle Explosion
2130345,[Morgott] Phase Shift Self Puddle
2130480,[Morgott]
2130595,[Margit] Dagger
2130596,[Morgott] Dagger Split
2130771,[Morgott] Hammer Jump
2130991,[Morgott]
2140290,[Omen]
2140291,[Omen]
2140510,[Omen]
2140511,[Omen]
2140512,[Omen]
2140513,[Omen]
2140514,[Omen]
2140520,[Omen]
2140521,[Omen]
2140522,[Omen]
2140523,[Omen]
2140530,[Omen] Breath
2150010,[Lightning Ball] Bullet
2150011,[Lightning Ball] Bullet 
2150012,[Lightning Ball] Bullet  
2150013,[Lightning Ball] Bullet   
2150014,[Lightning Ball] Bullet    
2150015,[Lightning Ball] Bullet     
2190161,[Radagon]
2190162,[Radagon]
2190163,[Radagon]
2190201,[Radagon] Holy Ground Forward
2190202,[Radagon]
2190203,[Radagon]
2190245,[Radagon]
2190250,[Radagon] Flying Spear Throw
2190251,[Radagon] Flying Spear Impact
2190252,[Radagon] Flying Spear Linger
2190253,[Radagon] Flying Spear Explode
2190261,[Radagon]
2190262,[Radagon]
2190263,[Radagon]
2190265,[Radagon]
2190281,[Radagon]
2190282,[Radagon]
2190283,[Radagon]
2190291,[Radagon]
2190292,[Radagon]
2190293,[Radagon]
2190294,[Radagon]
2190295,[Radagon] Holy Floor Linger
2190296,[Radagon] Holy Floor Explode
2190310,[Radagon] Spear Placed
2190311,[Radagon] Spear Placed Explode
2190312,[Radagon]
2190313,[Radagon] Spear Linger
2190330,[Radagon] Small Spear 1
2190331,[Radagon]
2190332,[Radagon]
2190340,[Radagon] Small Spear 1-4x
2190341,[Radagon]
2190342,[Radagon]
2190360,[Radagon] Flying Small Spear 1-3x
2190361,[Radagon]
2190362,[Radagon]
2190365,[Radagon] Flying Small Spear 1-9x
2190366,[Radagon]
2190367,[Radagon]
2190371,[Radagon]
2190372,[Radagon]
2190373,[Radagon]
2190374,[Radagon]
2190375,[Radagon] Holy Floor Linger
2190376,[Radagon] Holy Floor Explode
2190381,[Radagon]
2190382,[Radagon]
2190383,[Radagon]
2190384,[Radagon]
2190385,[Radagon] Holy Floor Linger
2190386,[Radagon] Holy Floor Explode
2190390,[Radagon] Flying Spear Throw
2190391,[Radagon] Flying Spear Impact
2190392,[Radagon] Flying Spear Linger
2190393,[Radagon] Flying Spear Explode
2190401,[Radagon]
2190402,[Radagon]
2190403,[Radagon]
2190404,[Radagon]
2190420,[Radagon] Holy Stomp
2190421,[Radagon]
2190422,[Radagon]
2190425,[Radagon] Holy Stomp Explode
2190430,[Radagon] Shattering 1
2190431,[Radagon]
2190432,[Radagon]
2190433,[Radagon]
2190434,[Radagon]
2190435,[Radagon]
2190440,[Radagon] Shattering 2
2190441,[Radagon]
2190442,[Radagon]
2190443,[Radagon]
2190450,[Radagon] Shattering 3
2190451,[Radagon] Shattering 3
2190452,[Radagon]
2190453,[Radagon]
2190460,[Radagon]
2190510,[Radagon] Shockwave
2190520,[Radagon]
2190521,[Radagon] Holy Shockwave
2190530,[Radagon] Shattering AoE
2190540,[Radagon] Warp AoE
2190600,[Radagon]
2190610,[Radagon]
2190620,[Radagon]
2190999,[Radagon] Bullet
2200100,[Elden Beast]
2200101,[Elden Beast]
2200102,[Elden Beast]
2200190,[Elden Beast]
2200191,[Elden Beast] Purple Star Linger
2200192,[Elden Beast] Purple Star Burst
2200212,[Elden Beast]
2200213,[Elden Beast]
2200214,[Elden Beast] Sword Slam
2200221,[Elden Beast] Swipe Wave 1
2200222,[Elden Beast] Swipe Wave 1
2200223,[Elden Beast] Swipe Wave 2
2200224,[Elden Beast] Swipe Wave 2
2200225,[Elden Beast]
2200226,[Elden Beast] Swipe Wave Explode 1
2200227,[Elden Beast] Swipe Wave Explode 2
2200228,[Elden Beast]
2200230,[Elden Beast] Down Fire
2200231,[Elden Beast] Down Fire
2200232,[Elden Beast]
2200294,[Elden Beast] Sword Beam 1
2200295,[Elden Beast] Sword Beam 2
2200296,[Elden Beast] Sword Beam 3
2200297,[Elden Beast] Sword Beam 4
2200300,[Elden Beast]
2200301,[Elden Beast]
2200310,[Elden Beast] Sword Stab
2200311,[Elden Beast] Sword Stab
2200315,[Elden Beast] Sword Stab Explosion 1
2200316,[Elden Beast] Sword Stab Explosion 2
2200330,[Elden Beast] Vertical Sword Beam
2200360,[Elden Beast]
2200361,[Elden Beast] Purple Star Linger
2200362,[Elden Beast] Purple Star Burst
2200363,[Elden Beast]
2200365,[Elden Beast]
2200366,[Elden Beast]
2200367,[Elden Beast]
2200368,[Elden Beast]
2200370,[Elden Beast]
2200371,[Elden Beast]
2200372,[Elden Beast]
2200390,[Elden Beast] Elden Stars
2200391,[Elden Beast]
2200392,[Elden Beast]
2200393,[Elden Beast]
2200394,[Elden Beast]
2200395,[Elden Beast]
2200396,[Elden Beast] Elden Stars Emitted
2200397,[Elden Beast] Elden Stars Explosion
2200402,[Elden Beast]
2200410,[Elden Beast]
2200411,[Elden Beast]
2200412,[Elden Beast]
2200415,[Elden Beast]
2200416,[Elden Beast]
2200417,[Elden Beast]
2200420,[Elden Beast]
2200421,[Elden Beast] Ring 40
2200422,[Elden Beast] Ring
2200423,[Elden Beast]
2200424,[Elden Beast]
2200425,[Elden Beast]
2200426,[Elden Beast]
2200427,[Elden Beast]
2200428,[Elden Beast]
2200430,[Elden Beast]
2200450,[Elden Beast] Stationary Bombardment
2200460,[Elden Beast]
2200510,[Elden Beast]
2200600,[Elden Beast]
2200610,[Elden Beast]
2200620,[Elden Beast]
2200630,[Elden Beast]
2200999,[Elden Beast] Bullet
2270110,[Giant Crab]
2270111,[Giant Crab]
2270250,[Giant Crab]
2270251,[Giant Crab]
2270260,[Giant Crab]
2270261,[Giant Crab]
2500180,[Crucible Knight]
2500181,[Crucible Knight]
2500182,[Crucible Knight]
2500210,[Crucible Knight] Fire Breath
2500220,[Crucible Knight] Fire Breath Back
2500221,[Crucible Knight] Fire Breath Back
2500222,[Crucible Knight] Fire Breath Back
2500240,[Crucible Knight]
2500250,[Crucible Knight]
2500251,[Crucible Knight]
2500252,[Crucible Knight]
2500271,[Crucible Knight]
2500440,[Crucible Knight]
2500441,[Crucible Knight]
2500442,[Crucible Knight]
2500481,[Crucible Knight]
2500482,[Crucible Knight]
2500501,[Crucible Knight]
2500590,[Crucible Knight]
2500591,[Crucible Knight]
2500592,[Crucible Knight]
2500610,[Crucible Knight]
3000120,[Exile Soldier]
3000121,[Exile Soldier]
3000130,[Exile Soldier]
3000131,[Exile Soldier]
3000140,[Exile Soldier]
3000150,[Exile Soldier]
3000200,[Exile Soldier]
3000210,[Exile Soldier]
3000220,[Exile Soldier]
3000230,[Exile Soldier]
3000240,[Exile Soldier]
3000425,[Exile Soldier]
3000440,[Exile Soldier]
3000441,[Exile Soldier]
3000501,[Exile Soldier]
3010135,[Banished Knight] Shield AoE
3010136,[Banished Knight] Shield AoE
3010185,[Banished Knight] Shield AoE
3010212,[Banished Knight] Shield AoE
3010213,[Banished Knight] Shield AoE
3010225,[Banished Knight] Shield AoE Frost
3010226,[Banished Knight] Shield AoE Frost
3010235,[Banished Knight] Shield AoE Frost
3010245,[Banished Knight] Shield AoE Frost
3010255,[Banished Knight]
3010280,[Banished Knight]
3010281,[Banished Knight]
3010290,[Banished Knight]
3010525,[Banished Knight]
3010795,[Banished Knight]
3010815,[Banished Knight]
3010820,[Banished Knight]
3010845,[Banished Knight]
3010847,[Banished Knight]
3010850,[Banished Knight]
3010875,[Banished Knight]
3010877,[Banished Knight]
3010885,[Banished Knight]
3010925,[Banished Knight]
3050400,[Commander] Glory
3050410,[Commander] Glory
3050900,[Commander] Frost AoE
3050905,[Commander] Rot AoE
3050910,[Commander] Frost AoE
3050915,[Commander] Rot AoE
3050920,[Commander] Frost AoE
3050925,[Commander] Rot AoE
3050930,[Commander] Frost AoE Multi
3050935,[Commander] Rot AoE Multi
3050940,[Commander] Frost AoE Multi
3050945,[Commander] Rot AoE Multi
3050950,[Commander] Frost AoE
3050955,[Commander] Rot AoE
3061500,[Undead Beastmariner]
3070170,[Dominula Celebrant]
3070200,[Dominula Celebrant]
3070201,[Dominula Celebrant]
3070202,[Dominula Celebrant]
3070203,[Dominula Celebrant]
3070210,[Dominula Celebrant]
3070211,[Dominula Celebrant]
3070220,[Dominula Celebrant]
3070380,[Dominula Celebrant]
3070450,[Dominula Celebrant]
3070570,[Dominula Celebrant]
3070900,[Dominula Celebrant]
3080070,[Imp] Throwing Knife
3080080,[Imp]
3080100,[Imp]
3080101,[Imp]
3080120,[Imp]
3080121,[Imp]
3080130,[Imp]
3080131,[Imp]
3080132,[Imp]
3080133,[Imp]
3080134,[Imp]
3080135,[Imp]
3080136,[Imp]
3100272,[Elemer of the Briar]
3100410,[Elemer of the Briar]
3100420,[Elemer of the Briar] Grab
3100421,[Elemer of the Briar] Grab
3150500,[Night's Cavalry]
3150510,[Night's Cavalry]
3170000,[Albinauric Archer]
3170010,[Albinauric Archer]
3170011,[Albinauric Archer]
3170020,[Albinauric Archer]
3170030,[Albinauric Archer]
3170031,[Albinauric Archer]
3170200,[Albinauric Archer]
3170210,[Albinauric Archer]
3170211,[Albinauric Archer]
3170220,[Albinauric Archer]
3170230,[Albinauric Archer]
3170231,[Albinauric Archer]
3170240,[Albinauric Archer]
3170250,[Albinauric Archer]
3170251,[Albinauric Archer]
3170260,[Albinauric Archer]
3170270,[Albinauric Archer]
3170271,[Albinauric Archer]
3170280,[Albinauric Archer]
3170290,[Albinauric Archer]
3170291,[Albinauric Archer]
3170360,[Albinauric Archer]
3170370,[Albinauric Archer]
3170371,[Albinauric Archer]
3170380,[Albinauric Archer]
3170390,[Albinauric Archer]
3170391,[Albinauric Archer]
3170500,[Albinauric Archer]
3170501,[Albinauric Archer]
3170502,[Albinauric Archer]
3170503,[Albinauric Archer]
3170504,[Albinauric Archer]
3170550,[Albinauric Archer]
3170551,[Albinauric Archer]
3170560,[Albinauric Archer]
3170561,[Albinauric Archer]
3180050,[Dog]
3180051,[Dog]
3180055,[Dog]
3180056,[Dog]
3180057,[Dog]
3180800,[Dog]
3181500,[Red Wolf of Radagon] Glintblade
3181501,[Red Wolf of Radagon] Glintblade
3181502,[Red Wolf of Radagon] Glintblade
3181510,[Red Wolf of Radagon] Comet
3181520,[Red Wolf of Radagon] Howl
3181800,[Red Wolf of Radagon]
3200000,[Nomadic Merchant]
3200001,[Nomadic Merchant]
3200002,[Nomadic Merchant]
3200003,[Nomadic Merchant]
3200010,[Nomadic Merchant]
3200011,[Nomadic Merchant]
3200012,[Nomadic Merchant]
3200013,[Nomadic Merchant]
3200400,[Nomadic Merchant]
3200401,[Nomadic Merchant]
3200402,[Nomadic Merchant]
3200403,[Nomadic Merchant]
3200410,[Nomadic Merchant]
3200411,[Nomadic Merchant]
3200412,[Nomadic Merchant]
3200413,[Nomadic Merchant]
3250141,[Draconic Tree Sentinel] Slam AoE
3250161,[Draconic Tree Sentinel] Slam AoE
3250181,[Draconic Tree Sentinel] Slam AoE
3250200,[Draconic Tree Sentinel] Fireball
3250201,[Draconic Tree Sentinel] Fireball Explosion
3250210,[Draconic Tree Sentinel] Down Fireball
3250211,[Draconic Tree Sentinel] Down Fireball Explosion
3250291,[Draconic Tree Sentinel] Slam AoE
3250301,[Draconic Tree Sentinel] Slam AoE
3250311,[Draconic Tree Sentinel]
3250320,[Draconic Tree Sentinel]
3250321,[Draconic Tree Sentinel]
3250341,[Draconic Tree Sentinel]
3250441,[Draconic Tree Sentinel]
3250451,[Draconic Tree Sentinel]
3250461,[Draconic Tree Sentinel]
3250471,[Draconic Tree Sentinel]
3250481,[Draconic Tree Sentinel]
3250491,[Draconic Tree Sentinel]
3250492,[Draconic Tree Sentinel]
3250493,[Draconic Tree Sentinel]
3250494,[Draconic Tree Sentinel]
3250501,[Draconic Tree Sentinel]
3250510,[Draconic Tree Sentinel] Homing Lightning
3250511,[Draconic Tree Sentinel] Homing Lightning Fall
3250512,[Draconic Tree Sentinel] Homing Lightning Spark
3250513,[Draconic Tree Sentinel] Homing Lightning Damage
3250514,[Draconic Tree Sentinel] Homing Lightning
3250515,[Draconic Tree Sentinel] Homing Lightning
3250521,[Draconic Tree Sentinel] Big AoE
3250531,[Draconic Tree Sentinel]
3250550,[Draconic Tree Sentinel] Spread Lightning x35
3250551,[Draconic Tree Sentinel]
3250552,[Draconic Tree Sentinel]
3250800,[Draconic Tree Sentinel]
3251141,[Tree Sentinel]
3251161,[Tree Sentinel]
3251241,[Tree Sentinel] Huge Shield AoE
3251271,[Tree Sentinel] Huge Shield AoE
3251281,[Tree Sentinel]
3251320,[Tree Sentinel]
3251321,[Tree Sentinel]
3251322,[Tree Sentinel]
3251323,[Tree Sentinel]
3251451,[Tree Sentinel]
3251910,[Tree Sentinel]
3251911,[Tree Sentinel]
3251912,[Tree Sentinel]
3251913,[Tree Sentinel]
3251915,[Tree Sentinel]
3252161,[Fallen Tree Sentinel] Homing Swords
3252162,[Fallen Tree Sentinel] Homing Swords Launch
3252210,[Fallen Tree Sentinel] Homing Swords
3252211,[Fallen Tree Sentinel] Homing Swords Launch
3252240,[Fallen Tree Sentinel] Homing Swords
3252241,[Fallen Tree Sentinel] Homing Swords Launch
3252250,[Fallen Tree Sentinel] Homing Swords
3252251,[Fallen Tree Sentinel] Homing Swords Launch
3252310,[Fallen Tree Sentinel] Soul Dart
3252320,[Fallen Tree Sentinel] Homing Swords
3252321,[Fallen Tree Sentinel] Homing Swords Launch
3252330,[Fallen Tree Sentinel] Jumping Soul Dart
3252340,[Fallen Tree Sentinel] Homing Swords
3252341,[Fallen Tree Sentinel] Homing Swords Launch
3252350,[Fallen Tree Sentinel] Greatbow Single
3252351,[Fallen Tree Sentinel] Greatbow Single Explode
3252360,[Fallen Tree Sentinel] Jumping Greatbow Single
3252361,[Fallen Tree Sentinel] Jumping Greatbow Single Explode
3252400,[Fallen Tree Sentinel] Homing Swords
3252401,[Fallen Tree Sentinel] Homing Swords Launch
3252405,[Fallen Tree Sentinel] Homing Swords
3252406,[Fallen Tree Sentinel] Homing Swords Launch
3252410,[Fallen Tree Sentinel] Homing Swords
3252411,[Fallen Tree Sentinel] Homing Swords Launch
3252415,[Fallen Tree Sentinel] Homing Swords
3252416,[Fallen Tree Sentinel] Homing Swords Launch
3252420,[Fallen Tree Sentinel] Homing Swords
3252421,[Fallen Tree Sentinel] Homing Swords Launch
3252425,[Fallen Tree Sentinel] Homing Swords
3252426,[Fallen Tree Sentinel] Homing Swords Launch
3252430,[Fallen Tree Sentinel] X Soul Dart
3252431,[Fallen Tree Sentinel] X Soul Dart
3252440,[Fallen Tree Sentinel] Homing Swords
3252441,[Fallen Tree Sentinel] Homing Swords Launch
3252445,[Fallen Tree Sentinel] Homing Swords
3252446,[Fallen Tree Sentinel] Homing Swords Launch
3252450,[Fallen Tree Sentinel] Jumping X Soul Dart
3252451,[Fallen Tree Sentinel] Jumping X Soul Dart
3252460,[Fallen Tree Sentinel] Homing Swords
3252461,[Fallen Tree Sentinel] Homing Swords Launch
3252465,[Fallen Tree Sentinel] Homing Swords
3252466,[Fallen Tree Sentinel] Homing Swords Launch
3252470,[Fallen Tree Sentinel]
3252471,[Fallen Tree Sentinel]
3252472,[Fallen Tree Sentinel]
3252473,[Fallen Tree Sentinel]
3252480,[Fallen Tree Sentinel]
3252481,[Fallen Tree Sentinel]
3252482,[Fallen Tree Sentinel]
3252483,[Fallen Tree Sentinel]
3300400,[Nox Swordstress 1]
3300700,[Nox Swordstress 1]
3310500,[Nox Swordstress 2]
3310501,[Nox Swordstress 2]
3310700,[Nox Swordstress 2]
3320120,[Silver Tear]
3320130,[Silver Tear]
3320131,[Silver Tear]
3320132,[Silver Tear]
3320133,[Silver Tear]
3320134,[Silver Tear]
3320135,[Silver Tear]
3320160,[Silver Tear]
3320170,[Silver Tear]
3330110,[Silver Tear]
3330120,[Silver Tear]
3350050,[Crystalian]
3350060,[Crystalian]
3350402,[Crystalian]
3350403,[Crystalian]
3350404,[Crystalian]
3350407,[Crystalian]
3350408,[Crystalian]
3350409,[Crystalian]
3350410,[Crystalian]
3350412,[Crystalian]
3350415,[Crystalian]
3350417,[Crystalian]
3350420,[Crystalian]
3350425,[Crystalian]
3350430,[Crystalian]
3350432,[Crystalian]
3350434,[Crystalian]
3350435,[Crystalian]
3350436,[Crystalian]
3350437,[Crystalian]
3350440,[Crystalian]
3350442,[Crystalian]
3350444,[Crystalian]
3350445,[Crystalian]
3350446,[Crystalian]
3350447,[Crystalian]
3350550,[Crystalian]
3350560,[Crystalian]
3360320,[Ancestral Follower] Winged Greathorn
3360400,[Ancestral Follower]
3360410,[Ancestral Follower]
3360490,[Ancestral Follower] Rot Breath
3360500,[Ancestral Follower]
3370120,[Ancestral Follower Shaman] Spit
3370130,[Ancestral Follower Shaman] Spit
3370131,[Ancestral Follower Shaman] Spit Puddle
3370140,[Ancestral Follower Shaman]
3370141,[Ancestral Follower Shaman]
3400370,[Grave Warden Duelist]
3400380,[Grave Warden Duelist]
3400500,[Grave Warden Duelist]
3400501,[Grave Warden Duelist]
3450202,[Misbegotten]
3450210,[Misbegotten]
3450220,[Misbegotten]
3450300,[Misbegotten]
3450310,[Misbegotten]
3450320,[Misbegotten]
3451141,[Misbegotten]
3460150,[Winged Misbegotten]
3460151,[Winged Misbegotten]
3460201,[Winged Misbegotten] Jump Shockwave
3460230,[Winged Misbegotten] Holy AoE
3460241,[Winged Misbegotten]
3460242,[Winged Misbegotten]
3470000,[Albinauric]
3470001,[Albinauric]
3470027,[Albinauric]
3470190,[Albinauric]
3470191,[Albinauric]
3470192,[Albinauric]
3470200,[Albinauric]
3470201,[Albinauric]
3470202,[Albinauric]
3470203,[Albinauric]
3500100,[Skeleton (Curved Sword)] Bolt
3500101,[Skeleton (Curved Sword)] Magic Bolt
3500340,[Skeleton (Curved Sword)] Ghostflame Skull
3500341,[Skeleton (Curved Sword)] Ghostflame Skull
3500350,[Skeleton (Curved Sword)]
3500351,[Skeleton (Curved Sword)]
3500352,[Skeleton (Curved Sword)]
3500353,[Skeleton (Curved Sword)] Exploding Skull
3500550,[Skeleton (Curved Sword)] Breath
3500551,[Skeleton (Curved Sword)] Breath
3500810,[Skeleton (Curved Sword)]
3500890,[Skeleton (Curved Sword)]
3500891,[Skeleton (Curved Sword)]
3510090,[Skeleton (Scimitar)]
3510091,[Skeleton (Scimitar)]
3510092,[Skeleton (Scimitar)]
3510093,[Skeleton (Scimitar)]
3510230,[Skeleton (Scimitar)] Bolt
3510700,[Skeleton (Scimitar)]
3510701,[Skeleton (Scimitar)]
3510702,[Skeleton (Scimitar)]
3550280,[Sanguine Noble]
3550290,[Sanguine Noble]
3550291,[Sanguine Noble]
3550292,[Sanguine Noble]
3550293,[Sanguine Noble]
3550294,[Sanguine Noble]
3550295,[Sanguine Noble]
3560198,[Godskin Apostle] Deflect Windmill
3560236,[Godskin Apostle] Deflect Windmill
3560242,[Godskin Apostle] Stretch Fire Spin Drop
3560243,[Godskin Apostle] Stretch Fire Spin Fire
3560250,[Godskin Apostle] Fire Spin Circle
3560251,[Godskin Apostle] Fire Spin Circle Final
3560260,[Godskin Apostle] Fireball
3560261,[Godskin Apostle]
3560270,[Godskin Apostle] Phase Shift AoE
3560350,[Godskin Apostle] Roar
3570191,[Godskin Noble]
3570261,[Godskin Noble]
3570262,[Godskin Noble]
3570274,[Godskin Noble]
3570275,[Godskin Noble]
3570300,[Godskin Noble] Fire Pillars Nine
3570301,[Godskin Noble] Fire Pillars
3570302,[Godskin Noble] Fire Pillars Fire
3570303,[Godskin Noble]
3570310,[Godskin Noble] Fireball
3570311,[Godskin Noble]
3570320,[Godskin Noble] Phase Shift AoE
3570410,[Godskin Noble] Roar
3570420,[Godskin Noble] Belly Quick Fire
3570421,[Godskin Noble] Belly Quick Fire
3600200,[Alabaster Lord] Pull VFX Bullet
3600201,[Alabaster Lord] Pull X1
3600202,[Alabaster Lord] Pull X2
3600203,[Alabaster Lord] Pull X3
3600204,[Alabaster Lord] Pull Real
3600220,[Alabaster Lord] Gravity Orb Pull
3600371,[Alabaster Lord]
3600372,[Alabaster Lord]
3600373,[Alabaster Lord] Meteors
3600374,[Alabaster Lord] Meteors
3600400,[Alabaster Lord] Push VFX Bullet
3600401,[Alabaster Lord] Push X1
3600402,[Alabaster Lord] Push X2
3600403,[Alabaster Lord] Push Real
3600420,[Alabaster Lord] Gravity Orb Melee Push
3600440,[Alabaster Lord] Gravity Orb Push
3600800,[Alabaster Lord]
3600801,[Alabaster Lord]
3600810,[Alabaster Lord]
3600811,[Alabaster Lord]
3600812,[Alabaster Lord]
3600820,[Alabaster Lord]
3600821,[Alabaster Lord]
3600822,[Alabaster Lord]
3600830,[Alabaster Lord]
3600831,[Alabaster Lord]
3600832,[Alabaster Lord]
3600840,[Alabaster Lord]
3600841,[Alabaster Lord]
3600842,[Alabaster Lord]
3600850,[Alabaster Lord]
3600851,[Alabaster Lord]
3600852,[Alabaster Lord]
3600860,[Alabaster Lord] Meteors
3600861,[Alabaster Lord] Meteors
3610130,[Oracle Envoy]
3610150,[Oracle Envoy]
3610151,[Oracle Envoy]
3610152,[Oracle Envoy]
3620140,[Oracle Envoy (Large)] Bullet
3620160,[Oracle Envoy (Large)] Bullet
3620161,[Oracle Envoy (Large)] Bullet 
3620162,[Oracle Envoy (Large)] Bullet  
3620163,[Oracle Envoy (Large)] Bullet   
3630150,[Oracle Envoy (Giant)] Bullet
3630160,[Oracle Envoy (Giant)] Bullet
3630161,[Oracle Envoy (Giant)] Bullet 
3630162,[Oracle Envoy (Giant)] Bullet  
3640100,
3640110,
3650310,[Guardian] Seppuku 1
3650311,[Guardian] Seppuku 2
3650312,[Guardian] Seppuku End
3650313,[Guardian]
3650314,[Guardian] Seppuku 3
3650343,[Guardian]
3650345,[Guardian]
3650410,[Guardian]
3650600,[Guardian]
3650610,[Guardian] Gas
3650611,[Guardian] Gas
